co,id2_intermedio,id3_intermedio
0200301083X,5428,10186
0200301084X,5429,10187
0200301085X,5430,10188
0200301086X,5431,10189
0200301087X,5432,10190
0200301088X,5433,10191
0200301089X,5434,10192
0200301090X,5435,10193
0200301091X,5436,10194
0200301092X,5437,10195
0200301093X,5438,10196
0200301094X,5439,10197
0200301095X,5440,10198
0200301096X,5441,10199
0200301097X,5442,10200
0200301098X,5443,10201
0200301099X,5444,10202
0200301100X,5445,10203
0200301101X,5446,10204
0200301102X,5447,10205
0200301103X,5448,10206
0200301104X,5449,10207
0200301105X,5450,10208
0200301106X,5451,10209
0200301107X,5452,10210
0200301108X,5453,10211
0200301109X,5454,10212
0200301110X,5455,10213
0200301111X,5456,10214
0200301112X,5457,10215
0200301113X,5458,10216
0200301114X,5459,10217
0200301115X,5460,10218
0200301116X,5461,10219
0200301117X,5462,10220
0200301118X,5463,10221
0200301119X,5464,10222
0200301120X,5465,10223
0200301121X,5466,10224
0200301122X,5467,10225
0200301123X,5468,10226
0200301124X,5469,10227
0200301125X,5470,10228
0200301126X,5471,10229
0200301127X,5472,10230
0200301128X,5473,10231
0200301129X,5474,10232
0200301130X,5475,10233
0200301131X,5476,10234
0200301132X,5477,10235
0200301133X,5478,10236
0200301134X,5479,10237
0200301135X,5480,10238
0200301136X,5481,10239
0200301137X,5482,10240
0200301138X,5483,10241
0200301139X,5484,10242
0200301140X,5485,10243
0200301141X,5486,10244
0200301142X,5487,10245
0200301143X,5488,10246
0200301144X,5489,10247
0200301145X,5490,10248
0200301146X,5491,10249
0200301147X,5492,10250
0200301148X,5493,10251
0200301149X,5494,10252
0200301150X,5495,10253
0200301151X,5496,10254
0200301152X,5497,10255
0200301153X,5498,10256
0200301154X,5499,10257
0200301155X,5500,10258
0200301156X,5501,10259
0200301157X,5502,10260
0200301158X,5503,10261
0200301159X,5504,10262
0200301160X,5505,10263
0200301161X,5506,10264
0200301162X,5507,10265
0200301163X,5508,10266
0200301164X,5509,10267
0200301165X,5510,10268
0200301166X,5511,10269
0200301167X,5512,10270
0200301168X,5513,10271
0200301169X,5514,10272
0200301170X,5515,10273
0200301171X,5516,10274
0200301172X,5517,10275
0200301173X,5518,10276
0200301174X,5519,10277
0200301175X,5520,10278
0200301176X,5521,10279
0200301177X,5522,10280
0200301178X,5523,10281
0200301179X,5524,10282
0200301180X,5525,10283
0200301181X,5526,10284
0200301182X,5527,10285
0200301183X,5528,10286
0200301184X,5529,10287
0200301185X,5530,10288
0200301186X,5531,10289
0200301187X,5532,10290
0200301188X,5533,10291
0200301189X,5534,10292
0200301190X,5535,10293
0200301191X,5536,10294
0200301192X,5537,10295
0200301193X,5538,10296
0200301194X,5539,10297
0200301195X,5540,10298
0200301196X,5541,10299
0200301197X,5542,10300
0200301198X,5543,10301
0200301199X,5544,10302
0200301200X,5545,10303
0200301201X,5546,10304
0200301202X,5547,10305
0200301203X,5548,10306
0200301204X,5549,10307
0200301205X,5550,10308
0200301206X,5551,10309
0200301207X,5552,10310
0200301208X,5553,10311
0200301209X,5554,10312
0200301210X,5555,10313
0200301211X,5556,10314
0200301212X,5557,10315
0200301213X,5558,10316
0200301214X,5559,10317
0200301215X,5560,10318
0200301216X,5561,10319
0200301217X,5562,10320
0200301218X,5563,10321
0200301219X,5564,10322
0200301220X,5565,10323
0200301221X,5566,10324
0200301222X,5567,10325
0200301223X,5568,10326
0200301224X,5569,10327
0200301225X,5570,10328
0200301226X,5571,10329
0200301227X,5572,10330
0200301228X,5573,10331
0200301229X,5574,10332
0200301230X,5575,10333
0200301231X,5576,10334
0200301232X,5577,10335
0200301233X,5578,10336
0200301234X,5579,10337
0200301235X,5580,10338
0200301236X,5581,10339
0200301237X,5582,10340
0200301238X,5583,10341
0200301239X,5584,10342
0200301240X,5585,10343
0200301241X,5586,10344
0200301242X,5587,10345
0200301243X,5588,10346
0200301244X,5589,10347
0200301245X,5590,10348
0200301246X,5591,10349
0200301247X,5592,10350
0200301248X,5593,10351
0200301249X,5594,10352
0200301250X,5595,10353
0200301251X,5596,10354
0200301252X,5597,10355
0200301253X,5598,10356
0200301254X,5599,10357
0200301255X,5600,10358
0200301256X,5601,10359
0200301257X,5602,10360
0200301258X,5603,10361
0200301259X,5604,10362
0200301260X,5605,10363
0200301261X,5606,10364
0200301262X,5607,10365
0200301263X,5608,10366
0200301264X,5609,10367
0200301265X,5610,10368
0200301266X,5611,10369
0200301267X,5612,10370
0200301268X,5613,10371
0200301269X,5614,10372
0200301270X,5615,10373
0200301271X,5616,10374
0200301272X,5617,10375
0200301273X,5618,10376
0200301274X,5619,10377
0200301275X,5620,10378
0200301276X,5621,10379
0200301277X,5622,10380
0200301278X,5623,10381
0200301279X,5624,10382
0200301280X,5625,10383
0200301281X,5626,10384
0200301282X,5627,10385
0200301283X,5628,10386
0200301284X,5629,10387
0200301285X,5630,10388
0200301286X,5631,10389
0200301287X,5632,10390
0200301288X,5633,10391
0200301289X,5634,10392
0200301290X,5635,10393
0200301291X,5636,10394
0200301292X,5637,10395
0200301293X,5638,10396
0200301294X,5639,10397
0200301295X,5640,10398
0200301296X,5641,10399
0200301297X,5642,10400
0200301298X,5643,10401
0200301299X,5644,10402
0200301300X,5645,10403
0200301301X,5646,10404
0200301302X,5647,10405
0200301303X,5648,10406
0200301304X,5649,10407
0200301305X,5650,10408
0200301306X,5651,10409
0200301307X,5652,10410
0200301308X,5653,10411
0200301309X,5654,10412
0200301310X,5655,10413
0200301311X,5656,10414
0200301312X,5657,10415
0200301313X,5658,10416
0200301314X,5659,10417
0200301315X,5660,10418
0200301316X,5661,10419
0200301317X,5662,10420
0200301318X,5663,10421
0200301319X,5664,10422
0200301320X,5665,10423
0200301321X,5666,10424
0200301322X,5667,10425
0200301323X,5668,10426
0200301324X,5669,10427
0200309001E,5670,10428
0200309002E,5671,10429
0200309003E,5672,10430
0200309004E,5673,10431
0200309005E,5674,10432
0200309006E,5675,10433
0200309007E,5676,10434
0200309008E,5677,10435
0200309009E,5678,10436
0200309010E,5679,10437
0200309011E,5680,10438
0200309012E,5681,10439
0200309013E,5682,10440
0200309014E,5683,10441
0200309015E,5684,10442
0200309016E,5685,10443
0200309017E,5686,10444
0200309018E,5687,10445
0200309019E,5688,10446
0200309020E,5689,10447
0200309021E,5690,10448
0200309022E,5691,10449
0200309023E,5692,10450
0200309024E,5693,10451
0200309025E,5694,10452
0200309026E,5695,10453
0200309027E,5696,10454
0200309028E,5697,10455
0200309029E,5698,10456
0200309030E,5699,10457
0200309031E,5700,10458
0200309032E,5701,10459
0200309033E,5702,10460
0200309034E,5703,10461
0200309035E,5704,10462
0200309036E,5705,10463
0200309037E,5706,10464
0200309038E,5707,10465
0200309039E,5708,10466
0200309040E,5709,10467
0200309041E,5710,10468
0200309042E,5711,10469
0200309043E,5712,10470
0200309044E,5713,10471
0200309045E,5714,10472
0200309046E,5715,10473
0200309047E,5716,10474
0200309048E,5717,10475
0200309049E,5718,10476
0200309050E,5719,10477
0200309051E,5720,10478
0200309052E,5721,10479
0200309053E,5722,10480
0200309054E,5723,10481
0200309055E,5724,10482
0200309056E,5725,10483
0200309057E,5726,10484
0200309058E,5727,10485
0200309059E,5728,10486
0200309060E,5729,10487
0200309061E,5730,10488
0200309062E,5731,10489
0200309063E,5732,10490
0200309064E,5733,10491
0200309065E,5734,10492
0200309066E,5735,10493
0200309067E,5736,10494
0200309068E,5737,10495
0200309069E,5738,10496
0200400001X,5739,10497
0200400002X,5740,10498
0200400003X,5741,10499
0200400004X,5742,10500
0200400005X,5743,10501
0200400006X,5744,10502
0200400007X,5745,10503
0200400008X,5746,10504
0200400009X,5747,10505
0200400010X,5748,10506
0200400011X,5749,10507
0200400012X,5750,10508
0200400013X,5751,10509
0200400014X,5752,10510
0200400015X,5753,10511
0200400016X,5754,10512
0200400017X,5755,10513
0200400018X,5756,10514
0200400019X,5757,10515
0200400020X,5758,10516
0200400021X,5759,10517
0200400022X,5760,10518
0200400023X,5761,10519
0200400024X,5762,10520
0200400025X,5763,10521
0200400026X,5764,10522
0200400027X,5765,10523
0200400028X,5766,10524
0200400029X,5767,10525
0200400030X,5768,10526
0200400031X,5769,10527
0200400032X,5770,10528
0200400033X,5771,10529
0200400034X,5772,10530
0200400035X,5773,10531
0200400036X,5774,10532
0200400037X,5775,10533
0200400038X,5776,10534
0200400039X,5777,10535
0200400040X,5778,10536
0200400041X,5779,10537
0200400042X,5780,10538
0200400043X,5781,10539
0200400044X,5782,10540
0200400045X,5783,10541
0200400046X,5784,10542
0200400047X,5785,10543
0200400048X,5786,10544
0200400049X,5787,10545
0200400050X,5788,10546
0200400051X,5789,10547
0200400052X,5790,10548
0200400053X,5791,10549
0200400054X,5792,10550
0200400055X,5793,10551
0200400056X,5794,10552
0200400057X,5795,10553
0200400058X,5796,10554
0200400059X,5797,10555
0200400060X,5798,10556
0200400061X,5799,10557
0200400062X,5800,10558
0200400063X,5801,10559
0200400064X,5802,10560
0200400065X,5803,10561
0200400066X,5804,10562
0200400067X,5805,10563
0200400068X,5806,10564
0200400069X,5807,10565
0200400070X,5808,10566
0200400071X,5809,10567
0200400072X,5810,10568
0200400073X,5811,10569
0200400074X,5812,10570
0200400075X,5813,10571
0200400076X,5814,10572
0200400077X,5815,10573
0200400078X,5816,10574
0200400079X,5817,10575
0200400080X,5818,10576
0200400081X,5819,10577
0200400082X,5820,10578
0200400083X,5821,10579
0200400084X,5822,10580
0200400085X,5823,10581
0200400086X,5824,10582
0200400087X,5825,10583
0200400088X,5826,10584
0200400089X,5827,10585
0200400090X,5828,10586
0200400091X,5829,10587
0200400092X,5830,10588
0200400093X,5831,10589
0200400094X,5832,10590
0200400095X,5833,10591
0200400096X,5834,10592
0200400097X,5835,10593
0200400098X,5836,10594
0200400099X,5837,10595
0200400100X,5838,10596
0200400101X,5839,10597
0200400102X,5840,10598
0200400103X,5841,10599
0200400104X,5842,10600
0200400105X,5843,10601
0200400106X,5844,10602
0200400107X,5845,10603
0200400108X,5846,10604
0200400109X,5847,10605
0200400110X,5848,10606
0200400111X,5849,10607
0200400112X,5850,10608
0200400113X,5851,10609
0200400114X,5852,10610
0200400115X,5853,10611
0200400116X,5854,10612
0200400117X,5855,10613
0200400118X,5856,10614
0200400119X,5857,10615
0200400120X,5858,10616
0200400121X,5859,10617
0200400122X,5860,10618
0200400123X,5861,10619
0200400124X,5862,10620
0200400125X,5863,10621
0200400126X,5864,10622
0200400127X,5865,10623
0200400128X,5866,10624
0200400129X,5867,10625
0200400130X,5868,10626
0200400131X,5869,10627
0200400132X,5870,10628
0200400133X,5871,10629
0200400134X,5872,10630
0200400135X,5873,10631
0200400136X,5874,10632
0200400137X,5875,10633
0200400138X,5876,10634
0200400139X,5877,10635
0200400140X,5878,10636
0200400141X,5879,10637
0200400142X,5880,10638
0200400143X,5881,10639
0200400144X,5882,10640
0200400145X,5883,10641
0200400146X,5884,10642
0200400147X,5885,10643
0200400148X,5886,10644
0200400149X,5887,10645
0200400150X,5888,10646
0200400151X,5889,10647
0200400152X,5890,10648
0200400153X,5891,10649
0200400154X,5892,10650
0200400155X,5893,10651
0200400156X,5894,10652
0200400157X,5895,10653
0200400158X,5896,10654
0200400159X,5897,10655
0200400160X,5898,10656
0200400161X,5899,10657
0200400162X,5900,10658
0200400163X,5901,10659
0200400164X,5902,10660
0200400165X,5903,10661
0200400166X,5904,10662
0200400167X,5905,10663
0200400168X,5906,10664
0200400169X,5907,10665
0200400170X,5908,10666
0200400171X,5909,10667
0200400172X,5910,10668
0200400173X,5911,10669
0200400174X,5912,10670
0200400175X,5913,10671
0200400176X,5914,10672
0200400177X,5915,10673
0200400178X,5916,10674
0200400179X,5917,10675
0200400180X,5918,10676
0200400181X,5919,10677
0200400182X,5920,10678
0200400183X,5921,10679
0200400184X,5922,10680
0200400185X,5923,10681
0200400186X,5924,10682
0200400187X,5925,10683
0200400188X,5926,10684
0200400189X,5927,10685
0200400190X,5928,10686
0200400191X,5929,10687
0200400192X,5930,10688
0200400193X,5931,10689
0200400194X,5932,10690
0200400195X,5933,10691
0200400196X,5934,10692
0200400197X,5935,10693
0200400198X,5936,10694
0200400199X,5937,10695
0200400200X,5938,10696
0200400201X,5939,10697
0200400202X,5940,10698
0200400203X,5941,10699
0200400204X,5942,10700
0200400205X,5943,10701
0200400206X,5944,10702
0200400207X,5945,10703
0200400208X,5946,10704
0200400209X,5947,10705
0200400210X,5948,10706
0200400211X,5949,10707
0200400212X,5950,10708
0200400213X,5951,10709
0200400214X,5952,10710
0200400215X,5953,10711
0200400216X,5954,10712
0200400217X,5955,10713
0200400218X,5956,10714
0200400219X,5957,10715
0200400220X,5958,10716
0200400221X,5959,10717
0200400222X,5960,10718
0200400223X,5961,10719
0200400224X,5962,10720
0200400225X,5963,10721
0200400226X,5964,10722
0200400227X,5965,10723
0200400228X,5966,10724
0200400229X,5967,10725
0200400230X,5968,10726
0200400231X,5969,10727
0200400232X,5970,10728
0200400233X,5971,10729
0200400234X,5972,10730
0200400235X,5973,10731
0200400236X,5974,10732
0200400237X,5975,10733
0200400238X,5976,10734
0200400239X,5977,10735
0200400240X,5978,10736
0200400241X,5979,10737
0200400242X,5980,10738
0200400243X,5981,10739
0200400244X,5982,10740
0200400245X,5983,10741
0200400246X,5984,10742
0200400247X,5985,10743
0200400248X,5986,10744
0200400249X,5987,10745
0200400250X,5988,10746
0200400251X,5989,10747
0200400252X,5990,10748
0200400253X,5991,10749
0200400254X,5992,10750
0200400255X,5993,10751
0200400256X,5994,10752
0200400257X,5995,10753
0200400258X,5996,10754
0200400259X,5997,10755
0200400260X,5998,10756
0200400261X,5999,10757
0200400262X,6000,10758
0200400263X,6001,10759
0200400264X,6002,10760
0200400265X,6003,10761
0200400266X,6004,10762
0200400267X,6005,10763
0200400268X,6006,10764
0200400269X,6007,10765
0200400270X,6008,10766
0200400271X,6009,10767
0200400272X,6010,10768
0200400273X,6011,10769
0200400274X,6012,10770
0200400275X,6013,10771
0200400276X,6014,10772
0200400277X,6015,10773
0200400278X,6016,10774
0200400279X,6017,10775
0200400280X,6018,10776
0200400281X,6019,10777
0200400282X,6020,10778
0200400283X,6021,10779
0200400284X,6022,10780
0200400285X,6023,10781
0200400286X,6024,10782
0200400287X,6025,10783
0200400288X,6026,10784
0200400289X,6027,10785
0200400290X,6028,10786
0200400291X,6029,10787
0200400292X,6030,10788
0200400293X,6031,10789
0200400294X,6032,10790
0200400295X,6033,10791
0200400296X,6034,10792
0200400297X,6035,10793
0200400298X,6036,10794
0200400299X,6037,10795
0200400300X,6038,10796
0200400301X,6039,10797
0200400302X,6040,10798
0200400303X,6041,10799
0200400304X,6042,10800
0200400305X,6043,10801
0200400306X,6044,10802
0200400307X,6045,10803
0200400308X,6046,10804
0200400309X,6047,10805
0200400310X,6048,10806
0200400311X,6049,10807
0200400312X,6050,10808
0200400313X,6051,10809
0200400314X,6052,10810
0200400315X,6053,10811
0200400316X,6054,10812
0200400317X,6055,10813
0200400318X,6056,10814
0200400319X,6057,10815
0200400320X,6058,10816
0200400321X,6059,10817
0200400322X,6060,10818
0200400323X,6061,10819
0200400324X,6062,10820
0200400325X,6063,10821
0200400326X,6064,10822
0200400327X,6065,10823
0200400328X,6066,10824
0200400329X,6067,10825
0200400330X,6068,10826
0200400331X,6069,10827
0200400332X,6070,10828
0200400333X,6071,10829
0200400334X,6072,10830
0200400335X,6073,10831
0200400336X,6074,10832
0200400337X,6075,10833
0200400338X,6076,10834
0200400339X,6077,10835
0200400340X,6078,10836
0200400341X,6079,10837
0200400342X,6080,10838
0200400343X,6081,10839
0200400344X,6082,10840
0200400345X,6083,10841
0200400346X,6084,10842
0200400347X,6085,10843
0200400348X,6086,10844
0200400349X,6087,10845
0200400350X,6088,10846
0200400351X,6089,10847
0200400352X,6090,10848
0200400353X,6091,10849
0200400354X,6092,10850
0200400355X,6093,10851
0200400356X,6094,10852
0200400357X,6095,10853
0200400358X,6096,10854
0200400359X,6097,10855
0200400360X,6098,10856
0200400361X,6099,10857
0200400362X,6100,10858
0200400363X,6101,10859
0200400364X,6102,10860
0200400365X,6103,10861
0200400366X,6104,10862
0200400367X,6105,10863
0200400368X,6106,10864
0200400369X,6107,10865
0200400370X,6108,10866
0200400371X,6109,10867
0200400372X,6110,10868
0200400373X,6111,10869
0200400374X,6112,10870
0200400375X,6113,10871
0200400376X,6114,10872
0200400377X,6115,10873
0200400378X,6116,10874
0200400379X,6117,10875
0200400380X,6118,10876
0200400381X,6119,10877
0200400382X,6120,10878
0200400383X,6121,10879
0200400384X,6122,10880
0200400385X,6123,10881
0200400386X,6124,10882
0200400387X,6125,10883
0200400388X,6126,10884
0200400389X,6127,10885
0200400390X,6128,10886
0200400391X,6129,10887
0200400392X,6130,10888
0200400393X,6131,10889
0200400394X,6132,10890
0200400395X,6133,10891
0200400396X,6134,10892
0200400397X,6135,10893
0200400398X,6136,10894
0200400399X,6137,10895
0200400400X,6138,10896
0200400401X,6139,10897
0200400402X,6140,10898
0200400403X,6141,10899
0200400404X,6142,10900
0200400405X,6143,10901
0200400406X,6144,10902
0200400407X,6145,10903
0200400408X,6146,10904
0200400409X,6147,10905
0200400410X,6148,10906
0200400411X,6149,10907
0200400412X,6150,10908
0200400413X,6151,10909
0200400414X,6152,10910
0200400415X,6153,10911
0200400416X,6154,10912
0200400417X,6155,10913
0200400418X,6156,10914
0200400419X,6157,10915
0200400420X,6158,10916
0200400421X,6159,10917
0200400422X,6160,10918
0200400423X,6161,10919
0200400424X,6162,10920
0200400425X,6163,10921
0200400426X,6164,10922
0200400427X,6165,10923
0200400428X,6166,10924
0200400429X,6167,10925
0200400430X,6168,10926
0200400431X,6169,10927
0200400432X,6170,10928
0200400433X,6171,10929
0200400434X,6172,10930
0200400435X,6173,10931
0200400436X,6174,10932
0200400437X,6175,10933
0200400438X,6176,10934
0200400439X,6177,10935
0200400440X,6178,10936
0200400441X,6179,10937
0200400442X,6180,10938
0200400443X,6181,10939
0200400444X,6182,10940
